source_path	action	outcome	destination_sections	disposition	original_git_source	source_snapshot	source_sha256	conversation_evidence
.agents/skills/orchestration-skill-maintainer/reports/demonstrate-work/2026-08-04-initial-skill.md	consolidate_then_remove	retired_protocol	docs/project-evolution.md#what-the-retired-development-procedures-taught	Retired Demonstrate Work prescriptions with the superseded development catalogue. This row does not claim its individual procedure was copied; the history explains retirement and the independently preserved product/standalone-planning boundaries.	e2bfc6cb584a9ce7ada0d762f768c605a33b4160:.agents/skills/orchestration-skill-maintainer/reports/demonstrate-work/2026-08-04-initial-skill.md	e2bfc6c checkout bytes before rewrite	732672462e89ae85fff06805ad13c49f7ca4bbc5b59d646b1ebf0e465bee8ad2	Direct human history: 019f6b37-d80d-7e61-8cbd-7e618cefc6ce raw lines149,191,251,287,403,430,475; later retirement authority; individual report incident conversations mostly not read.
.agents/skills/orchestration-skill-maintainer/reports/epic-bootstrap-generator/2026-07-16-provisional-role.md	consolidate_then_remove	incorporated_and_removed	docs/orchestration/README.md#roles-and-application-authority; docs/orchestration/README.md#from-a-proposal-to-executable-work; docs/orchestration/README.md#decision-history-and-provenance	Synthesized Provisional Epic Bootstrap Generator into current product role and tool authority; provisional role wording and checkpoint-only stops are superseded by the current catalogue and execution path.	e2bfc6cb584a9ce7ada0d762f768c605a33b4160:.agents/skills/orchestration-skill-maintainer/reports/epic-bootstrap-generator/2026-07-16-provisional-role.md	e2bfc6c checkout bytes before rewrite	868904058f503b36f015e1564eebe9339ba96b13d06d5182592df7b4986d478f	Direct human history: 019f6b37-d80d-7e61-8cbd-7e618cefc6ce raw lines149,191,251,287,403,430,475; later retirement authority; individual report incident conversations mostly not read.
.agents/skills/orchestration-skill-maintainer/reports/epic-plan-builder/2026-07-16-provisional-role.md	consolidate_then_remove	incorporated_and_removed	docs/orchestration/README.md#roles-and-application-authority; docs/orchestration/README.md#from-a-proposal-to-executable-work; docs/orchestration/README.md#decision-history-and-provenance	Synthesized Provisional Epic Plan Builder into current product role and tool authority; provisional role wording and checkpoint-only stops are superseded by the current catalogue and execution path.	e2bfc6cb584a9ce7ada0d762f768c605a33b4160:.agents/skills/orchestration-skill-maintainer/reports/epic-plan-builder/2026-07-16-provisional-role.md	e2bfc6c checkout bytes before rewrite	90753154cb46a35cf0360008dcf3ce753ffb7c69315acd9ab0e9de812a69a042	Direct human history: 019f6b37-d80d-7e61-8cbd-7e618cefc6ce raw lines149,191,251,287,403,430,475; later retirement authority; individual report incident conversations mostly not read.
.agents/skills/orchestration-skill-maintainer/reports/epic-planner/2026-07-16-provisional-role.md	consolidate_then_remove	retired_protocol	docs/project-evolution.md#what-the-retired-development-procedures-taught	Retired Provisional Epic Planner prescriptions with the superseded development catalogue. This row does not claim its individual procedure was copied; the history explains retirement and the independently preserved product/standalone-planning boundaries.	e2bfc6cb584a9ce7ada0d762f768c605a33b4160:.agents/skills/orchestration-skill-maintainer/reports/epic-planner/2026-07-16-provisional-role.md	e2bfc6c checkout bytes before rewrite	7f5003f0a49ca22528f46e6dcdf9c2df400625ccb3cc3f04b6d96efdca80322e	Direct human history: 019f6b37-d80d-7e61-8cbd-7e618cefc6ce raw lines149,191,251,287,403,430,475; later retirement authority; individual report incident conversations mostly not read.
.agents/skills/orchestration-skill-maintainer/reports/epic-runner/2026-07-31-five-role-boundary.md	consolidate_then_remove	incorporated_and_removed	docs/orchestration/README.md#roles-and-application-authority; docs/orchestration/README.md#from-a-proposal-to-executable-work; docs/orchestration/README.md#decision-history-and-provenance	Synthesized Epic Runner Five-Role Boundary into current product role and tool authority; provisional role wording and checkpoint-only stops are superseded by the current catalogue and execution path.	e2bfc6cb584a9ce7ada0d762f768c605a33b4160:.agents/skills/orchestration-skill-maintainer/reports/epic-runner/2026-07-31-five-role-boundary.md	e2bfc6c checkout bytes before rewrite	86207aaec378224543d10d7bbda060da4bf7241ff98b46568934c1da718e7db9	Direct human history: 019f6b37-d80d-7e61-8cbd-7e618cefc6ce raw lines149,191,251,287,403,430,475; later retirement authority; individual report incident conversations mostly not read.
.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-slice/2026-08-05-cross-slice-convergence.md	consolidate_then_remove	incorporated_and_removed	docs/project-evolution.md#what-the-retired-development-procedures-taught; docs/validation-evidence.md#session-event-regressions-and-repair	Synthesized proportionate validation and executable consumer/composition evidence relevant to Cross-slice convergence ownership. Deleted role-specific review gates and repeated command prescriptions are retired.	e2bfc6cb584a9ce7ada0d762f768c605a33b4160:.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-slice/2026-08-05-cross-slice-convergence.md	e2bfc6c checkout bytes before rewrite	e3a5dd63970a30ecc5838da14123e9d109e532907d1c9a8b4205b350611db5b2	Direct human history: 019f6b37-d80d-7e61-8cbd-7e618cefc6ce raw lines149,191,251,287,403,430,475; later retirement authority; individual report incident conversations mostly not read.
.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-slice/2026-08-05-profile-outcome-calibration.md	consolidate_then_remove	retired_protocol	docs/project-evolution.md#what-the-retired-development-procedures-taught	Retired Plan Slice profile outcome calibration prescriptions with the superseded development catalogue. This row does not claim its individual procedure was copied; the history explains retirement and the independently preserved product/standalone-planning boundaries.	e2bfc6cb584a9ce7ada0d762f768c605a33b4160:.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-slice/2026-08-05-profile-outcome-calibration.md	e2bfc6c checkout bytes before rewrite	df852ec38256159f8bd4dd43a1c0cc80165f65ed3000f3788ae354ba11769ec0	Direct human history: 019f6b37-d80d-7e61-8cbd-7e618cefc6ce raw lines149,191,251,287,403,430,475; later retirement authority; individual report incident conversations mostly not read.
.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-step/2026-08-02-disposition-continuation.md	consolidate_then_remove	retired_protocol	docs/project-evolution.md#what-the-retired-development-procedures-taught	Retired Plan Step disposition continuation prescriptions with the superseded development catalogue. This row does not claim its individual procedure was copied; the history explains retirement and the independently preserved product/standalone-planning boundaries.	e2bfc6cb584a9ce7ada0d762f768c605a33b4160:.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-step/2026-08-02-disposition-continuation.md	e2bfc6c checkout bytes before rewrite	898a14194bec850e6e03330dd00f8f7becb22b7161e47a6cfacf378e54fa796f	Direct human history: 019f6b37-d80d-7e61-8cbd-7e618cefc6ce raw lines149,191,251,287,403,430,475; later retirement authority; individual report incident conversations mostly not read.
.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-step/2026-08-02-routine-review-ownership.md	consolidate_then_remove	retired_protocol	docs/project-evolution.md#what-the-retired-development-procedures-taught	Retired Routine review ownership prescriptions with the superseded development catalogue. This row does not claim its individual procedure was copied; the history explains retirement and the independently preserved product/standalone-planning boundaries.	e2bfc6cb584a9ce7ada0d762f768c605a33b4160:.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-step/2026-08-02-routine-review-ownership.md	e2bfc6c checkout bytes before rewrite	4a01a451917312c360ded1a931ddcf84108f76e77c9322e8d99aa17922d1f86f	Direct human history: 019f6b37-d80d-7e61-8cbd-7e618cefc6ce raw lines149,191,251,287,403,430,475; later retirement authority; individual report incident conversations mostly not read.
.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-step/2026-08-03-preserve-return-contract.md	consolidate_then_remove	retired_protocol	docs/project-evolution.md#what-the-retired-development-procedures-taught	Retired Preserve the Plan Step return contract prescriptions with the superseded development catalogue. This row does not claim its individual procedure was copied; the history explains retirement and the independently preserved product/standalone-planning boundaries.	e2bfc6cb584a9ce7ada0d762f768c605a33b4160:.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-step/2026-08-03-preserve-return-contract.md	e2bfc6c checkout bytes before rewrite	bfdee2576f45d2aa7a6f823bc286f26138f52bcc65cdc73f4c6327bb0d294916	Direct human history: 019f6b37-d80d-7e61-8cbd-7e618cefc6ce raw lines149,191,251,287,403,430,475; later retirement authority; individual report incident conversations mostly not read.
.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-step/2026-08-04-actionable-partial.md	consolidate_then_remove	retired_protocol	docs/project-evolution.md#what-the-retired-development-procedures-taught	Retired Actionable partial returns prescriptions with the superseded development catalogue. This row does not claim its individual procedure was copied; the history explains retirement and the independently preserved product/standalone-planning boundaries.	e2bfc6cb584a9ce7ada0d762f768c605a33b4160:.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-step/2026-08-04-actionable-partial.md	e2bfc6c checkout bytes before rewrite	129a3d8f8115c3be76d1b10cb4686815adbd25cd35332a7d74b1edbc36a7ac93	Direct human history: 019f6b37-d80d-7e61-8cbd-7e618cefc6ce raw lines149,191,251,287,403,430,475; later retirement authority; individual report incident conversations mostly not read.
.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-step/2026-08-04-validation-evidence-reuse.md	consolidate_then_remove	incorporated_and_removed	docs/project-evolution.md#what-the-retired-development-procedures-taught; docs/validation-evidence.md#session-event-regressions-and-repair	Synthesized proportionate validation and executable consumer/composition evidence relevant to Validation Evidence Reuse. Deleted role-specific review gates and repeated command prescriptions are retired.	e2bfc6cb584a9ce7ada0d762f768c605a33b4160:.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-step/2026-08-04-validation-evidence-reuse.md	e2bfc6c checkout bytes before rewrite	480a8d14621661b7f0f92c5d02c63da76c75f1cc7eddc1bfefd4d34aa5832261	Direct human history: 019f6b37-d80d-7e61-8cbd-7e618cefc6ce raw lines149,191,251,287,403,430,475; later retirement authority; individual report incident conversations mostly not read.
.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-step/2026-08-05-partial-delta-routing.md	consolidate_then_remove	retired_protocol	docs/project-evolution.md#what-the-retired-development-procedures-taught	Retired Partial actionability and delta routing prescriptions with the superseded development catalogue. This row does not claim its individual procedure was copied; the history explains retirement and the independently preserved product/standalone-planning boundaries.	e2bfc6cb584a9ce7ada0d762f768c605a33b4160:.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-step/2026-08-05-partial-delta-routing.md	e2bfc6c checkout bytes before rewrite	a600298991cf6375ec5290f845cdfcaa22e58360e05458c5202b7b5fee168276	Direct human history: 019f6b37-d80d-7e61-8cbd-7e618cefc6ce raw lines149,191,251,287,403,430,475; later retirement authority; individual report incident conversations mostly not read.
.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-step/2026-08-05-profile-outcome-calibration.md	consolidate_then_remove	retired_protocol	docs/project-evolution.md#what-the-retired-development-procedures-taught	Retired Plan Step profile outcome calibration prescriptions with the superseded development catalogue. This row does not claim its individual procedure was copied; the history explains retirement and the independently preserved product/standalone-planning boundaries.	e2bfc6cb584a9ce7ada0d762f768c605a33b4160:.agents/skills/orchestration-skill-maintainer/reports/evaluate-plan-step/2026-08-05-profile-outcome-calibration.md	e2bfc6c checkout bytes before rewrite	259399eaaad657053f6ba557b38d0f44bd5a4a6b71f1c3565b7c293fa04efb07	Direct human history: 019f6b37-d80d-7e61-8cbd-7e618cefc6ce raw lines149,191,251,287,403,430,475; later retirement authority; individual report incident conversations mostly not read.
